DialogueID;VoiceID;Page;Clip_L1;
DID_Lusha_Session2_1colere12;EXAVITQu4vr4xnSDxMaL;4;ElevenLabs/TextToSpeech/Bella/0dcbfa8a-ede4-a962-1712-60a383f238c9.mp3;
DID_Lusha_Session2_1colere13;EXAVITQu4vr4xnSDxMaL;1;ElevenLabs/TextToSpeech/Bella/29de3762-993a-391f-052e-209e76fa5812.mp3;
DID_Lusha_Session2_1colere13;EXAVITQu4vr4xnSDxMaL;2;ElevenLabs/TextToSpeech/Bella/8f72f463-890b-cefc-ab32-e76ffece6f73.mp3;
DID_Lusha_Session2_1colere13;EXAVITQu4vr4xnSDxMaL;3;ElevenLabs/TextToSpeech/Bella/1b34ded0-b845-93aa-c682-d8fe411a3a64.mp3;
DID_Lusha_Session2_1colere13;EXAVITQu4vr4xnSDxMaL;4;ElevenLabs/TextToSpeech/Bella/45e936e5-8a50-bd8e-82d4-660bde705389.mp3;
DID_Lusha_Session2_1colere14;EXAVITQu4vr4xnSDxMaL;1;ElevenLabs/TextToSpeech/Bella/96e9a685-869c-bb04-71bb-5241ab62a331.mp3;
DID_Lusha_Session2_1colere14;EXAVITQu4vr4xnSDxMaL;2;ElevenLabs/TextToSpeech/Bella/5c703cda-8f5e-69c8-2786-90da8730c941.mp3;
DID_Lusha_Session2_1colere14;EXAVITQu4vr4xnSDxMaL;3;ElevenLabs/TextToSpeech/Bella/8c7c3f9a-bb54-ee04-9be3-fd660c5f1290.mp3;
DID_Lusha_Session2_1colere14;EXAVITQu4vr4xnSDxMaL;4;ElevenLabs/TextToSpeech/Bella/aaea733f-19f1-99ca-66f4-0b6cee9e5cd9.mp3;
DID_Lusha_Session2_1colere15;EXAVITQu4vr4xnSDxMaL;1;ElevenLabs/TextToSpeech/Bella/2d560cd0-29c6-d771-314f-866a08a190f4.mp3;
DID_Lusha_Session2_1colere15_end;EXAVITQu4vr4xnSDxMaL;1;ElevenLabs/TextToSpeech/Bella/c01dc0b6-3887-9404-c168-42cd1168d72c.mp3;
DID_Lusha_Session2_1colere16;EXAVITQu4vr4xnSDxMaL;1;ElevenLabs/TextToSpeech/Bella/4585fd86-316b-bb31-da7b-2549fabd0d45.mp3;
DID_Lusha_Session2_1colere16;EXAVITQu4vr4xnSDxMaL;2;ElevenLabs/TextToSpeech/Bella/9dc5b466-b309-596c-1ab4-e7a6f3148362.mp3;
DID_Lusha_Session2_1colere16;EXAVITQu4vr4xnSDxMaL;3;ElevenLabs/TextToSpeech/Bella/2b473944-02e8-36ad-2697-e87c444a31e5.mp3;
DID_Lusha_Session2_1colere16;EXAVITQu4vr4xnSDxMaL;4;ElevenLabs/TextToSpeech/Bella/54684ce0-d701-de88-8b58-f0e7b0bd7eae.mp3;
DID_Lusha_Session2_1colere16;EXAVITQu4vr4xnSDxMaL;5;ElevenLabs/TextToSpeech/Bella/765974dd-622f-8260-2b98-c3d31baf7bc3.mp3;
DID_Lusha_Session2_1colere16;EXAVITQu4vr4xnSDxMaL;6;ElevenLabs/TextToSpeech/Bella/5e762ac7-3668-931d-16c8-f3b907f206cd.mp3;
DID_Lusha_Session2_1colere17;EXAVITQu4vr4xnSDxMaL;1;ElevenLabs/TextToSpeech/Bella/7a08e6d6-6058-040e-60cb-a04a77002932.mp3;
DID_Lusha_Session2_1colere17;EXAVITQu4vr4xnSDxMaL;2;ElevenLabs/TextToSpeech/Bella/475f955b-bd9d-7285-2872-0d79c98f63f3.mp3;
DID_Lusha_Session2_1colere17;EXAVITQu4vr4xnSDxMaL;3;ElevenLabs/TextToSpeech/Bella/fb5859c3-0c2f-2d03-21fd-c8051c558b93.mp3;
DID_Lusha_Session2_1colere17;EXAVITQu4vr4xnSDxMaL;4;ElevenLabs/TextToSpeech/Bella/68acd3a1-90cc-7b45-91d6-3fd2fab0d7e2.mp3;
DID_Lusha_Session2_1colere17;EXAVITQu4vr4xnSDxMaL;5;ElevenLabs/TextToSpeech/Bella/9dd12c3e-d17c-5c50-7d03-484f1825b11c.mp3;
DID_Lusha_Session2_1colere18;EXAVITQu4vr4xnSDxMaL;1;ElevenLabs/TextToSpeech/Bella/7772f822-468d-fc61-86da-7144c8a03deb.mp3;
DID_Lusha_Session2_1colere18;EXAVITQu4vr4xnSDxMaL;2;ElevenLabs/TextToSpeech/Bella/73022363-4db0-b9ba-b188-daae450ea138.mp3;
DID_Lusha_Session2_1colere18;EXAVITQu4vr4xnSDxMaL;3;ElevenLabs/TextToSpeech/Bella/0abbce78-09f2-c762-a18f-2d5f67eebafb.mp3;
DID_Lusha_Session2_1colere18;EXAVITQu4vr4xnSDxMaL;4;ElevenLabs/TextToSpeech/Bella/7fc7d3ee-b555-4b9b-16b4-725dc306615e.mp3;
DID_Lusha_Session2_1colere18;EXAVITQu4vr4xnSDxMaL;5;ElevenLabs/TextToSpeech/Bella/2620b86b-82b3-c087-a605-d5b838eeea25.mp3;
DID_Lusha_Session2_1colere18;EXAVITQu4vr4xnSDxMaL;6;ElevenLabs/TextToSpeech/Bella/6ec13801-fc27-935a-0452-f0fc7d69407b.mp3;
DID_Lusha_Session2_1colere18;EXAVITQu4vr4xnSDxMaL;7;ElevenLabs/TextToSpeech/Bella/4fc98722-12c6-e67e-df24-1a919f4ea237.mp3;
DID_Lusha_Session2_1colere18;EXAVITQu4vr4xnSDxMaL;8;ElevenLabs/TextToSpeech/Bella/1b0c88b8-0059-a7dd-5a07-24d020509cc2.mp3;
DID_Lusha_Session2_1colere18;EXAVITQu4vr4xnSDxMaL;9;ElevenLabs/TextToSpeech/Bella/a6e142e6-763d-0174-a523-ac3e49306e26.mp3;
DID_Lusha_Session2_1colere18;EXAVITQu4vr4xnSDxMaL;10;ElevenLabs/TextToSpeech/Bella/4da9f970-eacc-6daf-2d25-0f0ebfb761d2.mp3;
DID_Lusha_Session2_1colere18;EXAVITQu4vr4xnSDxMaL;11;ElevenLabs/TextToSpeech/Bella/2400ddfa-84f4-f94c-e26b-c5315b431fe2.mp3;
DID_Lusha_Session2_1colere19;EXAVITQu4vr4xnSDxMaL;1;ElevenLabs/TextToSpeech/Bella/75860fe8-1755-15a2-446d-80a5b2a14b5b.mp3;
DID_Lusha_Session2_1colere19_end;EXAVITQu4vr4xnSDxMaL;1;ElevenLabs/TextToSpeech/Bella/c01dc0b6-3887-9404-c168-42cd1168d72c.mp3;
DID_Lusha_Session2_1colere20;EXAVITQu4vr4xnSDxMaL;1;ElevenLabs/TextToSpeech/Bella/5dda8ba7-d2c8-6d0b-e802-7b64a2531c5a.mp3;
DID_Lusha_Session2_1colere20;EXAVITQu4vr4xnSDxMaL;2;ElevenLabs/TextToSpeech/Bella/a72aabd0-6dc4-bc0c-2ed1-bd783bed0d5d.mp3;
DID_Lusha_Session2_1colere21;EXAVITQu4vr4xnSDxMaL;1;ElevenLabs/TextToSpeech/Bella/f9704f84-4436-6b90-b09b-4289b82a86fb.mp3;
DID_Lusha_Session2_1colere21;EXAVITQu4vr4xnSDxMaL;2;ElevenLabs/TextToSpeech/Bella/4eda9f02-9d56-e42c-d18a-ac866154fc50.mp3;
DID_Lusha_Session2_1colere22;EXAVITQu4vr4xnSDxMaL;1;ElevenLabs/TextToSpeech/Bella/9411dd79-4395-fef2-00b6-243b0b334a85.mp3;
DID_Lusha_Session2_1colere22;EXAVITQu4vr4xnSDxMaL;2;ElevenLabs/TextToSpeech/Bella/0c293519-766e-730b-1949-d86a7165f447.mp3;
DID_Lusha_Session2_1colere23;EXAVITQu4vr4xnSDxMaL;1;ElevenLabs/TextToSpeech/Bella/a046f264-b779-16c4-803f-bc9d082fc427.mp3;
DID_Lusha_Session2_1colere24;EXAVITQu4vr4xnSDxMaL;1;ElevenLabs/TextToSpeech/Bella/3424a510-91a0-8bd8-153e-e08f47c5df6e.mp3;
DID_Lusha_Session2_1colere24;EXAVITQu4vr4xnSDxMaL;2;ElevenLabs/TextToSpeech/Bella/339664e4-1b98-3593-b7af-1b4c7ed838cc.mp3;
DID_Lusha_Session2_1colere25;EXAVITQu4vr4xnSDxMaL;1;ElevenLabs/TextToSpeech/Bella/bab815b0-2151-6a0c-d410-c1ce97d99ac0.mp3;
DID_Lusha_Session2_1colere26;EXAVITQu4vr4xnSDxMaL;1;ElevenLabs/TextToSpeech/Bella/142d1e62-aa70-eed6-c1b1-e4d28d54df7e.mp3;
DID_Lusha_Session2_1colere26;EXAVITQu4vr4xnSDxMaL;2;ElevenLabs/TextToSpeech/Bella/af046272-8b5f-be87-350f-398fd6fbbbb6.mp3;
DID_Lusha_Session2_1colere27;EXAVITQu4vr4xnSDxMaL;1;ElevenLabs/TextToSpeech/Bella/a8bf7a44-d2e0-cb85-64c3-23fb553b9085.mp3;
DID_Lusha_Session2_1colere27;EXAVITQu4vr4xnSDxMaL;2;ElevenLabs/TextToSpeech/Bella/a7184664-4a47-8800-f4fc-8f24ce1d09aa.mp3;
DID_Lusha_Session3_1relaxation1;EXAVITQu4vr4xnSDxMaL;1;ElevenLabs/TextToSpeech/Bella/b89a06c7-0f68-8ea7-948c-920542281c88.mp3;
DID_Lusha_Session3_1relaxation1;EXAVITQu4vr4xnSDxMaL;2;ElevenLabs/TextToSpeech/Bella/6c703e6c-9d38-090c-98c1-e2ada172795d.mp3;
DID_Lusha_Session3_1relaxation1_END;EXAVITQu4vr4xnSDxMaL;1;ElevenLabs/TextToSpeech/Bella/3d1f49c0-4e22-323b-d6f5-85b4a414811b.mp3;
DID_Lusha_Session3_1relaxation2;EXAVITQu4vr4xnSDxMaL;1;ElevenLabs/TextToSpeech/Bella/590d2da4-de63-7220-c2ee-84ef1770fa16.mp3;
DID_Lusha_Session3_1relaxation2;EXAVITQu4vr4xnSDxMaL;2;ElevenLabs/TextToSpeech/Bella/acc000f3-a39b-7acc-de1f-4470b768b46b.mp3;
DID_Lusha_Session3_1relaxation3;EXAVITQu4vr4xnSDxMaL;1;ElevenLabs/TextToSpeech/Bella/c0370008-b82d-6e01-51d1-4ccc5d6e1fdd.mp3;
DID_Lusha_Session3_1relaxation3;EXAVITQu4vr4xnSDxMaL;2;ElevenLabs/TextToSpeech/Bella/565e5608-b96b-7919-beea-5e8d9cb69c84.mp3;
DID_Lusha_Session3_1relaxation3;EXAVITQu4vr4xnSDxMaL;3;ElevenLabs/TextToSpeech/Bella/ba2e8a5a-3f1d-65ca-4f69-f3fc98dbac96.mp3;
DID_Lusha_Session3_1relaxation3;EXAVITQu4vr4xnSDxMaL;4;ElevenLabs/TextToSpeech/Bella/ca3c5afc-2d5c-6af6-faae-431386b84c0d.mp3;
DID_Lusha_Session3_1relaxation4;EXAVITQu4vr4xnSDxMaL;1;ElevenLabs/TextToSpeech/Bella/cfbdc1d2-c933-6885-e500-e6390d6bb079.mp3;
DID_Lusha_Session3_1relaxation4;EXAVITQu4vr4xnSDxMaL;1;ElevenLabs/TextToSpeech/Bella/cfbdc1d2-c933-6885-e500-e6390d6bb079.mp3;
DID_Lusha_Session3_1relaxation4;EXAVITQu4vr4xnSDxMaL;2;ElevenLabs/TextToSpeech/Bella/7243aef1-ad4a-61e7-5987-8dd865189210.mp3;
DID_Lusha_Session3_1relaxation4;EXAVITQu4vr4xnSDxMaL;3;ElevenLabs/TextToSpeech/Bella/b067501f-7229-828e-5bcc-4792fd87441c.mp3;
DID_Lusha_Session3_1relaxation4;EXAVITQu4vr4xnSDxMaL;4;ElevenLabs/TextToSpeech/Bella/3411dc8f-ae7d-07f4-b37a-88bc76ad84c7.mp3;
DID_Lusha_Session3_1relaxation4;EXAVITQu4vr4xnSDxMaL;5;ElevenLabs/TextToSpeech/Bella/ff9895b0-f4fc-9cb9-99c7-af8232c9a295.mp3;
DID_Lusha_Session3_1relaxation4;EXAVITQu4vr4xnSDxMaL;6;ElevenLabs/TextToSpeech/Bella/a4766d18-3d44-8035-d326-e9c8df8bdf83.mp3;
DID_Lusha_Session3_1relaxation4;EXAVITQu4vr4xnSDxMaL;7;ElevenLabs/TextToSpeech/Bella/1c7c15f7-ecbc-6e66-24ab-fd32eb96ed39.mp3;
DID_Lusha_Session3_1relaxation4;EXAVITQu4vr4xnSDxMaL;8;ElevenLabs/TextToSpeech/Bella/ab04813e-d1f2-d539-9d00-e7999c62a43b.mp3;
DID_Lusha_Session3_1relaxation4;EXAVITQu4vr4xnSDxMaL;9;ElevenLabs/TextToSpeech/Bella/e051114d-058a-0176-2b1b-3206c31710aa.mp3;
DID_Lusha_Session3_1relaxation4;EXAVITQu4vr4xnSDxMaL;10;ElevenLabs/TextToSpeech/Bella/6cf7edb3-780f-f697-2d06-b2eeb9cd9585.mp3;
DID_Lusha_Session3_1relaxation4;EXAVITQu4vr4xnSDxMaL;11;ElevenLabs/TextToSpeech/Bella/4f35e316-a808-2d7f-9982-e0b3e70e865b.mp3;
DID_Lusha_Session3_1relaxation4;EXAVITQu4vr4xnSDxMaL;12;ElevenLabs/TextToSpeech/Bella/6d80a4fc-4c58-269f-d121-38c572a6e40b.mp3;
DID_Lusha_Session3_1relaxation4;EXAVITQu4vr4xnSDxMaL;13;ElevenLabs/TextToSpeech/Bella/ba18b6d2-8c20-07eb-9beb-cad58346be43.mp3;
DID_Lusha_Session3_1relaxation3_END;EXAVITQu4vr4xnSDxMaL;1;ElevenLabs/TextToSpeech/Bella/4b97800e-8d90-9b2c-86fa-014f5454985a.mp3;
DID_Lusha_Session3_1relaxation3_END;EXAVITQu4vr4xnSDxMaL;2;ElevenLabs/TextToSpeech/Bella/1388d542-bf25-8fe7-7e97-27461c650069.mp3;
DID_Lusha_Session3_1relaxation3_END;EXAVITQu4vr4xnSDxMaL;3;ElevenLabs/TextToSpeech/Bella/06fc0075-ba86-b3b9-031a-c94a081197f9.mp3;
DID_Lusha_Session3_1relaxation5;EXAVITQu4vr4xnSDxMaL;1;ElevenLabs/TextToSpeech/Bella/2b1101c1-a846-dc8c-e816-fa18aa0d77bc.mp3;
DID_Lusha_Session3_1relaxation6;EXAVITQu4vr4xnSDxMaL;1;ElevenLabs/TextToSpeech/Bella/f5bc72f7-d029-096e-db27-dd5ae48e643a.mp3;
DID_Lusha_Session3_1relaxation6;EXAVITQu4vr4xnSDxMaL;2;ElevenLabs/TextToSpeech/Bella/a9f81827-cffa-0d3e-0306-cfcd1d253c40.mp3;
DID_Lusha_Session3_1relaxation6;EXAVITQu4vr4xnSDxMaL;3;ElevenLabs/TextToSpeech/Bella/d3e68bbe-a1bc-c1ce-490d-97a4eb9bad3b.mp3;
DID_Lusha_Session3_1relaxation6;EXAVITQu4vr4xnSDxMaL;4;ElevenLabs/TextToSpeech/Bella/8c199bfc-8cca-1f5d-2638-df952a2528d1.mp3;
DID_Lusha_Session3_1relaxation7;EXAVITQu4vr4xnSDxMaL;1;ElevenLabs/TextToSpeech/Bella/22ac2a92-dae4-6c5a-7568-7f41ca7a12f9.mp3;
DID_Lusha_Session3_1relaxation7;EXAVITQu4vr4xnSDxMaL;2;ElevenLabs/TextToSpeech/Bella/e1acb3a6-fd5f-28f6-265e-6940cfec7eb6.mp3;
DID_Lusha_Session3_1relaxation7;EXAVITQu4vr4xnSDxMaL;3;ElevenLabs/TextToSpeech/Bella/b4fd891a-2c19-3832-cb6b-fafc0baea72d.mp3;
DID_Lusha_Session3_1relaxation7;EXAVITQu4vr4xnSDxMaL;4;ElevenLabs/TextToSpeech/Bella/12193293-cf91-d557-3634-e27e49a747b0.mp3;
DID_Lusha_Session3_1relaxation7;EXAVITQu4vr4xnSDxMaL;5;ElevenLabs/TextToSpeech/Bella/3736a14e-5804-2a60-d116-4e3b0b2244f7.mp3;
DID_Lusha_Session3_1relaxation7;EXAVITQu4vr4xnSDxMaL;6;ElevenLabs/TextToSpeech/Bella/3f66ae1f-d3a5-70ab-89d6-923f523d5953.mp3;
DID_Lusha_Session3_1relaxation7;EXAVITQu4vr4xnSDxMaL;7;ElevenLabs/TextToSpeech/Bella/cfd0d8ec-5c9c-f745-d336-ed354cf0f4da.mp3;
DID_Lusha_Session3_1relaxation7;EXAVITQu4vr4xnSDxMaL;8;ElevenLabs/TextToSpeech/Bella/6765a12b-a919-714b-7949-8071e7c3cc2f.mp3;
DID_Lusha_Session3_1relaxation8_END;EXAVITQu4vr4xnSDxMaL;1;ElevenLabs/TextToSpeech/Bella/45fc22a9-d1ee-c527-ee53-34c8acbbb32d.mp3;
DID_Lusha_Session3_1relaxation8_END;EXAVITQu4vr4xnSDxMaL;2;ElevenLabs/TextToSpeech/Bella/4eb23eda-b5aa-b486-aeca-4d360a9fd115.mp3;
DID_Lusha_Session3_1relaxation9;EXAVITQu4vr4xnSDxMaL;1;ElevenLabs/TextToSpeech/Bella/56619fcf-5b19-533c-5a92-8aa569e0ba54.mp3;
DID_Lusha_Session3_1relaxation9;EXAVITQu4vr4xnSDxMaL;2;ElevenLabs/TextToSpeech/Bella/220a2616-1941-c6c1-2052-481d2a3ab573.mp3;
DID_Lusha_Session3_1relaxation9;EXAVITQu4vr4xnSDxMaL;3;ElevenLabs/TextToSpeech/Bella/c677f0c3-636a-95cb-6a0b-827cfef0c273.mp3;
DID_Lusha_Session3_1relaxation9;EXAVITQu4vr4xnSDxMaL;4;ElevenLabs/TextToSpeech/Bella/b1e28479-f6d5-d792-b77f-92c041528c57.mp3;
DID_Lusha_Session3_1relaxation9;EXAVITQu4vr4xnSDxMaL;5;ElevenLabs/TextToSpeech/Bella/15cbac17-71d3-1c9c-d4b6-8bd75d5e0e86.mp3;
DID_Lusha_Session3_1relaxation9;EXAVITQu4vr4xnSDxMaL;6;ElevenLabs/TextToSpeech/Bella/313caa90-7929-97ef-de19-b188328e0675.mp3;
DID_Lusha_Session3_1relaxation9;EXAVITQu4vr4xnSDxMaL;7;ElevenLabs/TextToSpeech/Bella/4d977f81-bed5-7df2-ad1e-56d5d0f90219.mp3;
DID_Lusha_Session3_1relaxation10;EXAVITQu4vr4xnSDxMaL;1;ElevenLabs/TextToSpeech/Bella/fd2d2397-f755-3e6f-fe19-29d25e7a460f.mp3;
DID_Lusha_Session3_1relaxation11;EXAVITQu4vr4xnSDxMaL;1;ElevenLabs/TextToSpeech/Bella/d421b445-966a-2b43-30e6-fad670ebefdd.mp3;
DID_Lusha_Session3_1relaxation12;EXAVITQu4vr4xnSDxMaL;1;ElevenLabs/TextToSpeech/Bella/e49f3d72-86d5-4a47-1e26-baf6946eb9a3.mp3;
DID_Lusha_Session3_1relaxation12;EXAVITQu4vr4xnSDxMaL;2;ElevenLabs/TextToSpeech/Bella/4c6d62a7-7f35-ef13-1192-90b2a05e2c84.mp3;
DID_Lusha_Session3_1relaxation12;EXAVITQu4vr4xnSDxMaL;3;ElevenLabs/TextToSpeech/Bella/06fc0075-ba86-b3b9-031a-c94a081197f9.mp3;
DID_Lusha_Session3_1relaxation13;EXAVITQu4vr4xnSDxMaL;1;ElevenLabs/TextToSpeech/Bella/2125a8a4-8868-a8b0-22bd-a307530de881.mp3;
DID_Lusha_Session3_1relaxation13;EXAVITQu4vr4xnSDxMaL;2;ElevenLabs/TextToSpeech/Bella/59965919-3bc6-e8d0-1026-b95d0cfefabc.mp3;
DID_Lusha_Session3_1relaxation13;EXAVITQu4vr4xnSDxMaL;3;ElevenLabs/TextToSpeech/Bella/6353e1a2-3af9-dafa-0042-3de2a294e216.mp3;
DID_Lusha_Session3_1relaxation13;EXAVITQu4vr4xnSDxMaL;4;ElevenLabs/TextToSpeech/Bella/2e20e8c6-d4b8-3238-d9d5-fba3f327a0a1.mp3;
DID_Lusha_Session3_1relaxation13;EXAVITQu4vr4xnSDxMaL;5;ElevenLabs/TextToSpeech/Bella/d7d51db2-6935-d893-d4ec-e2dc31ef00a9.mp3;
DID_Lusha_Session3_1relaxation13;EXAVITQu4vr4xnSDxMaL;6;ElevenLabs/TextToSpeech/Bella/b7f064b4-4512-af78-3424-56ccc1478c5c.mp3;
DID_Lusha_Session3_1relaxation13;EXAVITQu4vr4xnSDxMaL;7;ElevenLabs/TextToSpeech/Bella/97d1a8fe-ca79-e3ff-e665-d5c087178791.mp3;
DID_Lusha_Session3_1relaxation13;EXAVITQu4vr4xnSDxMaL;8;ElevenLabs/TextToSpeech/Bella/4d977f81-bed5-7df2-ad1e-56d5d0f90219.mp3;
DID_Lusha_Session3_1relaxation14;EXAVITQu4vr4xnSDxMaL;1;ElevenLabs/TextToSpeech/Bella/f0be51f8-c0c1-d1aa-b7fc-648dd38d97bb.mp3;
DID_Lusha_Session3_1relaxation15;EXAVITQu4vr4xnSDxMaL;1;ElevenLabs/TextToSpeech/Bella/d421b445-966a-2b43-30e6-fad670ebefdd.mp3;
DID_Lusha_Session3_1relaxation16;EXAVITQu4vr4xnSDxMaL;1;ElevenLabs/TextToSpeech/Bella/ba0ba674-3dfe-7dbf-6cfe-579e857344d3.mp3;
DID_Lusha_Session3_1relaxation17;EXAVITQu4vr4xnSDxMaL;1;ElevenLabs/TextToSpeech/Bella/1b2a88e2-2921-6f71-6bd1-1739d78aa806.mp3;
DID_Lusha_Session3_1relaxation17;EXAVITQu4vr4xnSDxMaL;2;ElevenLabs/TextToSpeech/Bella/5fde64c7-49ce-b99c-5e9d-31165f470ca6.mp3;
DID_Lusha_Session3_1relaxation17;EXAVITQu4vr4xnSDxMaL;3;ElevenLabs/TextToSpeech/Bella/67b429e6-3d4a-287b-e78c-4ce86c37d189.mp3;
DID_Lusha_Session3_1relaxation17;EXAVITQu4vr4xnSDxMaL;4;ElevenLabs/TextToSpeech/Bella/c15eb1a9-dd8b-65ea-8826-0a9d38718d94.mp3;
DID_Lusha_Session3_1relaxation17;EXAVITQu4vr4xnSDxMaL;5;ElevenLabs/TextToSpeech/Bella/5fbbe031-701e-eb1b-7478-471ab68be840.mp3;
DID_Lusha_Session3_1relaxation18;EXAVITQu4vr4xnSDxMaL;1;ElevenLabs/TextToSpeech/Bella/7a58c799-2845-3724-216e-20b94d4ffc6e.mp3;
DID_Lusha_Session3_1relaxation18;EXAVITQu4vr4xnSDxMaL;2;ElevenLabs/TextToSpeech/Bella/c15eb1a9-dd8b-65ea-8826-0a9d38718d94.mp3;
DID_Lusha_Session3_1relaxation18;EXAVITQu4vr4xnSDxMaL;3;ElevenLabs/TextToSpeech/Bella/5fbbe031-701e-eb1b-7478-471ab68be840.mp3;
